,Unnamed: 0,strain,gisaid_epi_isl,date,length,age,sex,pangolin_lineage,virusType
3818,2315,hCoV-19/USA/MO-MSPHL-003152/2021,EPI_ISL_3235453,2021-07-19,29783.0,unknown,unknown,AY.39,delta
3819,2316,hCoV-19/USA/MO-MSPHL-003153/2021,EPI_ISL_3235454,2021-07-20,29784.0,unknown,unknown,AY.103,delta
3820,2317,hCoV-19/USA/MO-MSPHL-003155/2021,EPI_ISL_3235455,2021-07-17,29610.0,unknown,unknown,AY.3,delta
3821,2318,hCoV-19/USA/MO-MSPHL-003157/2021,EPI_ISL_3235457,2021-07-20,29790.0,unknown,unknown,AY.47,delta
3822,2319,hCoV-19/USA/MO-MSPHL-003158/2021,EPI_ISL_3235458,2021-07-19,29721.0,unknown,unknown,AY.3,delta
3823,2320,hCoV-19/USA/MO-MSPHL-003159/2021,EPI_ISL_3235459,2021-07-19,29710.0,unknown,unknown,AY.3,delta
3824,2321,hCoV-19/USA/MO-MSPHL-003162/2021,EPI_ISL_3235462,2021-07-21,29784.0,unknown,unknown,AY.103,delta
3825,2322,hCoV-19/USA/MO-MSPHL-003281/2021,EPI_ISL_3235418,2021-07-22,29784.0,unknown,unknown,AY.103,delta
3826,2323,hCoV-19/USA/MO-MSPHL-003285/2021,EPI_ISL_3235422,2021-07-22,29784.0,unknown,unknown,AY.103,delta
3827,2324,hCoV-19/USA/MO-MSPHL-003247/2021,EPI_ISL_3235386,2021-07-13,29714.0,unknown,unknown,AY.3,delta
3828,2325,hCoV-19/USA/MO-MSPHL-003208/2021,EPI_ISL_3235506,2021-07-20,29790.0,unknown,unknown,AY.103,delta
3829,2326,hCoV-19/USA/MO-MSPHL-003175/2021,EPI_ISL_3235475,2021-07-19,29790.0,unknown,unknown,AY.103,delta
3830,2327,hCoV-19/USA/MO-MSPHL-003176/2021,EPI_ISL_3235476,2021-07-13,29790.0,unknown,unknown,AY.103,delta
3831,2328,hCoV-19/USA/MO-MSPHL-003177/2021,EPI_ISL_3235477,2021-07-16,29784.0,unknown,unknown,AY.103,delta
3832,2329,hCoV-19/USA/MO-MSPHL-003182/2021,EPI_ISL_3235482,2021-07-15,29784.0,unknown,unknown,AY.103,delta
3833,2330,hCoV-19/USA/MO-MSPHL-003183/2021,EPI_ISL_3235483,2021-07-17,29784.0,unknown,unknown,AY.3,delta
3834,2331,hCoV-19/USA/MO-MSPHL-003189/2021,EPI_ISL_3235488,2021-07-18,29733.0,unknown,unknown,AY.103,delta
3835,2332,hCoV-19/USA/MO-MSPHL-003195/2021,EPI_ISL_3235494,2021-07-19,29644.0,unknown,unknown,AY.3,delta
3836,2333,hCoV-19/USA/MO-MSPHL-003199/2021,EPI_ISL_3235498,2021-07-18,29784.0,unknown,unknown,AY.103,delta
3837,2334,hCoV-19/USA/MO-MSPHL-003200/2021,EPI_ISL_3235499,2021-07-19,29780.0,unknown,unknown,AY.3,delta
3838,2335,hCoV-19/USA/MO-MSPHL-003209/2021,EPI_ISL_3235507,2021-07-20,29784.0,unknown,unknown,AY.44,delta
3839,2336,hCoV-19/USA/MO-MSPHL-003210/2021,EPI_ISL_3235508,2021-07-20,29643.0,unknown,unknown,AY.3,delta
3840,2337,hCoV-19/USA/MO-MSPHL-003211/2021,EPI_ISL_3235509,2021-07-20,29784.0,unknown,unknown,AY.103,delta
3841,2338,hCoV-19/USA/MO-MSPHL-003216/2021,EPI_ISL_3235514,2021-07-20,29784.0,unknown,unknown,AY.103,delta
3842,2339,hCoV-19/USA/MO-MSPHL-003225/2021,EPI_ISL_3235523,2021-07-21,29790.0,unknown,unknown,AY.103,delta
3843,2340,hCoV-19/USA/MO-MSPHL-003226/2021,EPI_ISL_3235524,2021-07-22,29784.0,unknown,unknown,AY.103,delta
3844,2341,hCoV-19/USA/MO-MSPHL-003227/2021,EPI_ISL_3235525,2021-07-21,29784.0,unknown,unknown,AY.44,delta
3845,2342,hCoV-19/USA/MO-MSPHL-003228/2021,EPI_ISL_3235526,2021-07-22,29790.0,unknown,unknown,AY.44,delta
3846,2343,hCoV-19/USA/MO-MSPHL-003231/2021,EPI_ISL_3235529,2021-07-20,29783.0,unknown,unknown,AY.44,delta
3847,2344,hCoV-19/USA/MO-MSPHL-003286/2021,EPI_ISL_3235423,2021-07-22,29790.0,unknown,unknown,AY.119.2,delta
3848,2345,hCoV-19/USA/MO-BIE-LSUH001560/2021,EPI_ISL_3242192,2021-07-23,29765.0,25,Male,AY.103,delta
3849,2346,hCoV-19/USA/MO-UMGC-7515/2021,EPI_ISL_3342767,2021-07-26,29769.0,unknown,unknown,AY.3,delta
3850,2347,hCoV-19/USA/MO-UMGC-7538/2021,EPI_ISL_3342780,2021-07-26,29775.0,unknown,unknown,AY.3,delta
3851,2348,hCoV-19/USA/MO-UMGC-7539/2021,EPI_ISL_3342781,2021-07-28,29769.0,unknown,unknown,AY.3,delta
3852,2349,hCoV-19/USA/MO-UMGC-7473/2021,EPI_ISL_3342746,2021-07-26,29670.0,unknown,unknown,AY.39,delta
3853,2350,hCoV-19/USA/MO-UMGC-7521/2021,EPI_ISL_3342772,2021-07-26,29656.0,unknown,unknown,AY.3,delta
3854,2351,hCoV-19/USA/MO-UMGC-7102/2021,EPI_ISL_3346630,2021-07-26,29487.0,unknown,unknown,AY.44,delta
3855,2352,hCoV-19/USA/MO-UMGC-7115/2021,EPI_ISL_3346642,2021-07-31,29642.0,unknown,unknown,AY.44,delta
3856,2353,hCoV-19/USA/MO-UMGC-7158/2021,EPI_ISL_3346661,2021-08-02,29769.0,unknown,unknown,AY.103,delta
3857,2354,hCoV-19/USA/MO-UMGC-7183/2021,EPI_ISL_3346838,2021-07-30,29481.0,unknown,unknown,AY.44,delta
3858,2355,hCoV-19/USA/MO-IVY-ZZX9LLEP/2021,EPI_ISL_3281523,2021-06-25,29769.0,unknown,unknown,AY.3,delta
3859,2356,hCoV-19/USA/MO-IVY-ZZX9LLF6/2021,EPI_ISL_3281524,2021-06-26,29769.0,unknown,unknown,AY.3,delta
3860,2357,hCoV-19/USA/MO-IVY-ZZX9LLFJ/2021,EPI_ISL_3281525,2021-06-27,29769.0,unknown,unknown,AY.3,delta
3861,2358,hCoV-19/USA/MO-IVY-ZZX9LLEC/2021,EPI_ISL_3281522,2021-06-24,29598.0,unknown,unknown,AY.3,delta
3862,2359,hCoV-19/USA/MO-CDC-LC0102193/2021,EPI_ISL_3326888,2021-07-12,29430.0,17,Male,AY.13,delta
3863,2360,hCoV-19/USA/MO-UMGC-5640/2021,EPI_ISL_3368651,2021-07-23,29769.0,unknown,unknown,AY.103,delta
3864,2361,hCoV-19/USA/MO-UMGC-5641/2021,EPI_ISL_3368652,2021-07-23,29769.0,unknown,unknown,AY.103,delta
3865,2362,hCoV-19/USA/MO-UMGC-5651/2021,EPI_ISL_3368661,2021-07-24,29775.0,unknown,unknown,AY.3,delta
3866,2363,hCoV-19/USA/MO-UMGC-5671/2021,EPI_ISL_3368675,2021-07-22,29769.0,unknown,unknown,AY.3,delta
3867,2364,hCoV-19/USA/MO-UMGC-5674/2021,EPI_ISL_3368678,2021-07-26,29769.0,unknown,unknown,AY.3,delta
3868,2365,hCoV-19/USA/MO-UMGC-5719/2021,EPI_ISL_3368697,2021-07-18,29769.0,unknown,unknown,AY.3,delta
3869,2366,hCoV-19/USA/MO-UMGC-7130/2021,EPI_ISL_3346611,2021-07-30,29775.0,unknown,unknown,AY.26,delta
3870,2367,hCoV-19/USA/MO-UMGC-7137/2021,EPI_ISL_3346615,2021-07-30,29670.0,unknown,unknown,B.1.617.2,delta
3871,2368,hCoV-19/USA/MO-UMGC-7089/2021,EPI_ISL_3346619,2021-07-26,29487.0,unknown,unknown,AY.44,delta
3872,2369,hCoV-19/USA/MO-UMGC-7150/2021,EPI_ISL_3346654,2021-07-28,29487.0,unknown,unknown,AY.103,delta
3873,2370,hCoV-19/USA/MO-UMGC-7165/2021,EPI_ISL_3346666,2021-07-27,29775.0,unknown,unknown,AY.3,delta
3874,2371,hCoV-19/USA/MO-UMGC-7173/2021,EPI_ISL_3346672,2021-07-27,29487.0,unknown,unknown,AY.3,delta
3875,2372,hCoV-19/USA/MO-UMGC-7404/2021,EPI_ISL_3346811,2021-07-27,29487.0,unknown,unknown,AY.3,delta
3876,2373,hCoV-19/USA/MO-UMGC-7195/2021,EPI_ISL_3346847,2021-07-29,29487.0,unknown,unknown,AY.26,delta
3877,2374,hCoV-19/USA/MO-UMGC-7141/2021,EPI_ISL_3346648,2021-07-31,29487.0,unknown,unknown,AY.3,delta
3878,2375,hCoV-19/USA/MO-UMGC-7143/2021,EPI_ISL_3346650,2021-07-31,29487.0,unknown,unknown,AY.39,delta
3879,2376,hCoV-19/USA/MO-UMGC-7142/2021,EPI_ISL_3346649,2021-07-30,29775.0,unknown,unknown,AY.3,delta
3880,2377,hCoV-19/USA/MO-UMGC-7145/2021,EPI_ISL_3346651,2021-07-28,29670.0,unknown,unknown,AY.3,delta
3881,2378,hCoV-19/USA/MO-UMGC-7147/2021,EPI_ISL_3346652,2021-08-01,29487.0,unknown,unknown,AY.3,delta
3882,2379,hCoV-19/USA/MO-UMGC-7148/2021,EPI_ISL_3346653,2021-07-27,29775.0,unknown,unknown,AY.3,delta
3883,2380,hCoV-19/USA/MO-UMGC-7155/2021,EPI_ISL_3346658,2021-07-29,29775.0,unknown,unknown,AY.103,delta
3884,2381,hCoV-19/USA/MO-UMGC-7156/2021,EPI_ISL_3346659,2021-07-29,29775.0,unknown,unknown,AY.103,delta
3885,2382,hCoV-19/USA/MO-UMGC-7164/2021,EPI_ISL_3346665,2021-07-26,29775.0,unknown,unknown,AY.103,delta
3886,2383,hCoV-19/USA/MO-UMGC-7419/2021,EPI_ISL_3346824,2021-07-23,29769.0,unknown,unknown,AY.3.1,delta
3887,2384,hCoV-19/USA/MO-UMGC-7187/2021,EPI_ISL_3346842,2021-07-30,29670.0,unknown,unknown,AY.3,delta
3888,2385,hCoV-19/USA/MO-UMGC-7190/2021,EPI_ISL_3346844,2021-07-30,29775.0,unknown,unknown,AY.3,delta
3889,2386,hCoV-19/USA/MO-UMGC-7194/2021,EPI_ISL_3346846,2021-07-29,29670.0,unknown,unknown,AY.3,delta
3890,2387,hCoV-19/USA/MO-UMGC-7199/2021,EPI_ISL_3346850,2021-08-03,29584.0,unknown,unknown,AY.3,delta
3891,2388,hCoV-19/USA/MO-UMGC-7214/2021,EPI_ISL_3346683,2021-07-28,29775.0,unknown,unknown,AY.3,delta
3892,2389,hCoV-19/USA/MO-UMGC-7222/2021,EPI_ISL_3346687,2021-07-31,29487.0,unknown,unknown,AY.103,delta
3893,2390,hCoV-19/USA/MO-UMGC-7229/2021,EPI_ISL_3346693,2021-07-28,29718.0,unknown,unknown,AY.112,delta
3894,2391,hCoV-19/USA/MO-UMGC-7231/2021,EPI_ISL_3346694,2021-07-30,29769.0,unknown,unknown,AY.3,delta
3895,2392,hCoV-19/USA/MO-UMGC-7234/2021,EPI_ISL_3346697,2021-07-30,29775.0,unknown,unknown,AY.20,delta
3896,2393,hCoV-19/USA/MO-UMGC-7337/2021,EPI_ISL_3346699,2021-07-26,29775.0,unknown,unknown,AY.3,delta
3897,2394,hCoV-19/USA/MO-UMGC-7280/2021,EPI_ISL_3346701,2021-07-29,29775.0,unknown,unknown,AY.105,delta
3898,2395,hCoV-19/USA/MO-UMGC-7284/2021,EPI_ISL_3346705,2021-07-29,29775.0,unknown,unknown,AY.103,delta
3899,2396,hCoV-19/USA/MO-UMGC-7285/2021,EPI_ISL_3346706,2021-07-29,29730.0,unknown,unknown,AY.103,delta
3900,2397,hCoV-19/USA/MO-UMGC-7287/2021,EPI_ISL_3346708,2021-07-29,29775.0,unknown,unknown,AY.103,delta
3901,2398,hCoV-19/USA/MO-UMGC-7292/2021,EPI_ISL_3346712,2021-07-29,29775.0,unknown,unknown,AY.103,delta
3902,2399,hCoV-19/USA/MO-UMGC-7294/2021,EPI_ISL_3346714,2021-07-29,29775.0,unknown,unknown,AY.103,delta
3903,2400,hCoV-19/USA/MO-UMGC-7296/2021,EPI_ISL_3346716,2021-07-29,29775.0,unknown,unknown,AY.103,delta
3904,2401,hCoV-19/USA/MO-UMGC-7297/2021,EPI_ISL_3346717,2021-07-29,29775.0,unknown,unknown,AY.44,delta
3905,2402,hCoV-19/USA/MO-UMGC-7298/2021,EPI_ISL_3346718,2021-07-29,29771.0,unknown,unknown,AY.3,delta
3906,2403,hCoV-19/USA/MO-UMGC-7304/2021,EPI_ISL_3346722,2021-07-29,29769.0,unknown,unknown,AY.44,delta
3907,2404,hCoV-19/USA/MO-UMGC-7305/2021,EPI_ISL_3346723,2021-07-28,29769.0,unknown,unknown,AY.3,delta
3908,2405,hCoV-19/USA/MO-UMGC-7327/2021,EPI_ISL_3346742,2021-07-28,29769.0,unknown,unknown,AY.103,delta
3909,2406,hCoV-19/USA/MO-UMGC-7329/2021,EPI_ISL_3346744,2021-07-28,29769.0,unknown,unknown,AY.3,delta
3910,2407,hCoV-19/USA/MO-UMGC-7346/2021,EPI_ISL_3346759,2021-07-29,29775.0,unknown,unknown,AY.3,delta
3911,2408,hCoV-19/USA/MO-UMGC-7347/2021,EPI_ISL_3346760,2021-07-29,29769.0,unknown,unknown,AY.103,delta
3912,2409,hCoV-19/USA/MO-UMGC-7348/2021,EPI_ISL_3346761,2021-07-29,29775.0,unknown,unknown,AY.3,delta
3913,2410,hCoV-19/USA/MO-UMGC-7349/2021,EPI_ISL_3346762,2021-07-28,29446.0,unknown,unknown,AY.3,delta
3914,2411,hCoV-19/USA/MO-UMGC-7351/2021,EPI_ISL_3346764,2021-07-23,29775.0,unknown,unknown,AY.3.1,delta
3915,2412,hCoV-19/USA/MO-UMGC-7354/2021,EPI_ISL_3346767,2021-07-23,29769.0,unknown,unknown,AY.3,delta
3916,2413,hCoV-19/USA/MO-UMGC-7371/2021,EPI_ISL_3346782,2021-07-23,29775.0,unknown,unknown,AY.3.1,delta
3917,2414,hCoV-19/USA/MO-UMGC-7133/2021,EPI_ISL_3346613,2021-07-30,29487.0,unknown,unknown,AY.26,delta
3918,2415,hCoV-19/USA/MO-UMGC-7106/2021,EPI_ISL_3346634,2021-07-31,29775.0,unknown,unknown,AY.3,delta
3919,2416,hCoV-19/USA/MO-UMGC-7107/2021,EPI_ISL_3346635,2021-07-31,29766.0,unknown,unknown,AY.3,delta
3920,2417,hCoV-19/USA/MO-UMGC-7112/2021,EPI_ISL_3346639,2021-07-31,29775.0,unknown,unknown,AY.103,delta
3921,2418,hCoV-19/USA/MO-UMGC-7378/2021,EPI_ISL_3346787,2021-07-27,29769.0,unknown,unknown,AY.3,delta
3922,2419,hCoV-19/USA/MO-UMGC-7383/2021,EPI_ISL_3346791,2021-07-27,29775.0,unknown,unknown,AY.103,delta
3923,2420,hCoV-19/USA/MO-UMGC-7384/2021,EPI_ISL_3346792,2021-07-27,29487.0,unknown,unknown,AY.103,delta
3924,2421,hCoV-19/USA/MO-UMGC-7386/2021,EPI_ISL_3346793,2021-07-27,29769.0,unknown,unknown,AY.3,delta
3925,2422,hCoV-19/USA/MO-UMGC-7387/2021,EPI_ISL_3346794,2021-07-27,29775.0,unknown,unknown,AY.3,delta
3926,2423,hCoV-19/USA/MO-UMGC-7397/2021,EPI_ISL_3346804,2021-07-27,29769.0,unknown,unknown,AY.3,delta
3927,2424,hCoV-19/USA/MO-UMGC-7416/2021,EPI_ISL_3346821,2021-07-23,29775.0,unknown,unknown,AY.3,delta
3928,2425,hCoV-19/USA/MO-UMGC-7418/2021,EPI_ISL_3346823,2021-07-23,29775.0,unknown,unknown,AY.3,delta
3929,2426,hCoV-19/USA/MO-UMGC-7177/2021,EPI_ISL_3346676,2021-07-30,29775.0,unknown,unknown,AY.3,delta
3930,2427,hCoV-19/USA/MO-UMGC-7212/2021,EPI_ISL_3346681,2021-08-01,29769.0,unknown,unknown,AY.3,delta
3931,2428,hCoV-19/USA/MO-UMGC-7224/2021,EPI_ISL_3346689,2021-07-27,29487.0,unknown,unknown,AY.103,delta
3932,2429,hCoV-19/USA/MO-UMGC-7228/2021,EPI_ISL_3346692,2021-07-30,29487.0,unknown,unknown,AY.3,delta
3933,2430,hCoV-19/USA/MO-UMGC-7282/2021,EPI_ISL_3346703,2021-07-29,29775.0,unknown,unknown,AY.103,delta
3934,2431,hCoV-19/USA/MO-UMGC-7288/2021,EPI_ISL_3346709,2021-07-29,29775.0,unknown,unknown,AY.103,delta
3935,2432,hCoV-19/USA/MO-UMGC-7293/2021,EPI_ISL_3346713,2021-07-29,29775.0,unknown,unknown,AY.3,delta
3936,2433,hCoV-19/USA/MO-UMGC-7299/2021,EPI_ISL_3346719,2021-07-29,29775.0,unknown,unknown,AY.62,delta
3937,2434,hCoV-19/USA/MO-UMGC-7308/2021,EPI_ISL_3346726,2021-07-28,29775.0,unknown,unknown,AY.3,delta
3938,2435,hCoV-19/USA/MO-UMGC-7342/2021,EPI_ISL_3346755,2021-07-28,29487.0,unknown,unknown,AY.103,delta
3939,2436,hCoV-19/USA/MO-UMGC-7363/2021,EPI_ISL_3346775,2021-07-23,29769.0,unknown,unknown,AY.3,delta
3940,2437,hCoV-19/USA/MO-UMGC-7368/2021,EPI_ISL_3346779,2021-07-23,29487.0,unknown,unknown,AY.3,delta
3941,2438,hCoV-19/USA/MO-UMGC-7369/2021,EPI_ISL_3346780,2021-07-23,29487.0,unknown,unknown,AY.44,delta
3942,2439,hCoV-19/USA/MO-UMGC-7075/2021,EPI_ISL_3342739,2021-07-22,29487.0,unknown,unknown,AY.3,delta
3943,2440,hCoV-19/USA/MO-UMGC-7114/2021,EPI_ISL_3346641,2021-07-30,29487.0,unknown,unknown,AY.3,delta
3944,2441,hCoV-19/USA/MO-UMGC-7117/2021,EPI_ISL_3346644,2021-08-02,29775.0,unknown,unknown,AY.3,delta
3945,2442,hCoV-19/USA/MO-UMGC-7380/2021,EPI_ISL_3346788,2021-07-27,29769.0,unknown,unknown,AY.44,delta
3946,2443,hCoV-19/USA/MO-UMGC-7529/2021,EPI_ISL_3342775,2021-07-27,29484.0,unknown,unknown,AY.103,delta
3947,2444,hCoV-19/USA/MO-UMGC-5643/2021,EPI_ISL_3368654,2021-07-23,29769.0,unknown,unknown,AY.3,delta
3948,2445,hCoV-19/USA/MO-UMGC-5646/2021,EPI_ISL_3368656,2021-07-23,29769.0,unknown,unknown,AY.3,delta
3949,2446,hCoV-19/USA/MO-UMGC-5677/2021,EPI_ISL_3368681,2021-07-24,29775.0,unknown,unknown,AY.103,delta
3950,2447,hCoV-19/USA/MO-UMGC-5718/2021,EPI_ISL_3368696,2021-07-22,29769.0,unknown,unknown,AY.103,delta
3951,2448,hCoV-19/USA/MO-UMGC-5729/2021,EPI_ISL_3368706,2021-07-25,29769.0,unknown,unknown,AY.103,delta
3952,2449,hCoV-19/USA/MO-UMGC-5743/2021,EPI_ISL_3368716,2021-07-18,29769.0,unknown,unknown,AY.3,delta
3953,2450,hCoV-19/USA/MO-UMGC-5746/2021,EPI_ISL_3368719,2021-07-19,29775.0,unknown,unknown,AY.3,delta
3954,2451,hCoV-19/USA/MO-UMGC-8310/2021,EPI_ISL_3488384,2021-08-03,29478.0,unknown,unknown,AY.44,delta
3955,2452,hCoV-19/USA/MO-UMGC-8320/2021,EPI_ISL_3488399,2021-08-06,29661.0,unknown,unknown,AY.100,delta
3956,2453,hCoV-19/USA/MO-UMGC-8135/2021,EPI_ISL_3489130,2021-08-08,29760.0,unknown,unknown,AY.103,delta
3957,2454,hCoV-19/USA/MO-UMGC-8175/2021,EPI_ISL_3489192,2021-08-06,29661.0,unknown,unknown,AY.3,delta
3958,2455,hCoV-19/USA/MO-UMGC-8207/2021,EPI_ISL_3489235,2021-08-02,29769.0,unknown,unknown,AY.44,delta
3959,2456,hCoV-19/USA/MO-UMGC-8244/2021,EPI_ISL_3489286,2021-07-29,29769.0,unknown,unknown,AY.3,delta
3960,2457,hCoV-19/USA/MO-UMGC-8158/2021,EPI_ISL_3489162,2021-08-02,29772.0,unknown,unknown,AY.3,delta
3961,2458,hCoV-19/USA/MO-UMGC-8169/2021,EPI_ISL_3489181,2021-08-04,29766.0,unknown,unknown,AY.103,delta
3962,2459,hCoV-19/USA/MO-UMGC-8196/2021,EPI_ISL_3489221,2021-08-06,29500.0,unknown,unknown,AY.44,delta
3963,2460,hCoV-19/USA/MO-CDC-FG-052675/2021,EPI_ISL_3302550,2021-07-19,29812.0,74,Male,AY.44,delta
3964,2461,hCoV-19/USA/MO-CDC-FG-052745/2021,EPI_ISL_3302551,2021-07-19,29812.0,44,Male,B.1.617.2,delta
3965,2462,hCoV-19/USA/MO-UMGC-7487/2021,EPI_ISL_3342756,2021-07-30,29487.0,unknown,unknown,AY.103,delta
3966,2463,hCoV-19/USA/MO-UMGC-7520/2021,EPI_ISL_3342771,2021-07-27,29775.0,unknown,unknown,AY.103,delta
3967,2464,hCoV-19/USA/MO-UMGC-7517/2021,EPI_ISL_3342769,2021-07-29,29487.0,unknown,unknown,AY.3,delta
3968,2465,hCoV-19/USA/MO-UMGC-7479/2021,EPI_ISL_3342750,2021-07-28,29487.0,unknown,unknown,AY.103,delta
3969,2466,hCoV-19/USA/MO-UMGC-7482/2021,EPI_ISL_3342751,2021-07-26,29775.0,unknown,unknown,AY.3,delta
3970,2467,hCoV-19/USA/MO-UMGC-7088/2021,EPI_ISL_3346618,2021-08-01,29775.0,unknown,unknown,AY.103,delta
3971,2468,hCoV-19/USA/MO-UMGC-7401/2021,EPI_ISL_3346808,2021-07-27,29775.0,unknown,unknown,AY.103,delta
3972,2469,hCoV-19/USA/MO-CDC-FG-046631/2021,EPI_ISL_3303603,2021-07-13,29800.0,68,Male,AY.103,delta
3973,2470,hCoV-19/USA/MO-CDC-QDX26380539/2021,EPI_ISL_3305187,2021-06-29,29699.0,21,Male,AY.103,delta
3974,2471,hCoV-19/USA/MO-CDC-ASC210155099/2021,EPI_ISL_3305307,2021-06-30,29823.0,36,Male,AY.3,delta
3975,2472,hCoV-19/USA/MO-CDC-ASC210155159/2021,EPI_ISL_3305309,2021-06-30,29823.0,4,Male,AY.103,delta
3976,2473,hCoV-19/USA/MO-CDC-ASC210155160/2021,EPI_ISL_3305310,2021-06-30,29823.0,37,Female,AY.103,delta
3977,2474,hCoV-19/USA/MO-CDC-ASC210154633/2021,EPI_ISL_3305332,2021-06-28,29823.0,35,Female,AY.44,delta
3978,2475,hCoV-19/USA/MO-CDC-ASC210155806/2021,EPI_ISL_3305343,2021-07-02,29823.0,31,Male,AY.44,delta
3979,2476,hCoV-19/USA/MO-CDC-ASC210111714/2021,EPI_ISL_3305465,2021-07-05,29823.0,17,Male,AY.103,delta
3980,2477,hCoV-19/USA/MO-UMGC-7163/2021,EPI_ISL_3346664,2021-07-30,29775.0,unknown,unknown,AY.3,delta
3981,2478,hCoV-19/USA/MO-UMGC-7322/2021,EPI_ISL_3346737,2021-07-28,29775.0,unknown,unknown,AY.44,delta
3982,2479,hCoV-19/USA/MO-UMGC-7325/2021,EPI_ISL_3346740,2021-07-28,29487.0,unknown,unknown,AY.3,delta
3983,2480,hCoV-19/USA/MO-UMGC-7400/2021,EPI_ISL_3346807,2021-07-27,29775.0,unknown,unknown,AY.3,delta
3984,2481,hCoV-19/USA/MO-UMGC-7367/2021,EPI_ISL_3346778,2021-07-23,29775.0,unknown,unknown,AY.103,delta
3985,2482,hCoV-19/USA/MO-UMGC-7281/2021,EPI_ISL_3346702,2021-07-29,29775.0,unknown,unknown,AY.25,delta
3986,2483,hCoV-19/USA/MO-UMGC-8117/2021,EPI_ISL_3489102,2021-08-03,29766.0,unknown,unknown,AY.44,delta
3987,2484,hCoV-19/USA/MO-UMGC-8118/2021,EPI_ISL_3489105,2021-08-05,29766.0,unknown,unknown,AY.3,delta
3988,2485,hCoV-19/USA/MO-UMGC-8119/2021,EPI_ISL_3489106,2021-08-06,29760.0,unknown,unknown,AY.3,delta
3989,2486,hCoV-19/USA/MO-UMGC-8120/2021,EPI_ISL_3489108,2021-08-05,29661.0,unknown,unknown,AY.3,delta
3990,2487,hCoV-19/USA/MO-UMGC-8121/2021,EPI_ISL_3489109,2021-08-02,29769.0,unknown,unknown,AY.3,delta
3991,2488,hCoV-19/USA/MO-UMGC-8122/2021,EPI_ISL_3489111,2021-08-02,29769.0,unknown,unknown,AY.103,delta
3992,2489,hCoV-19/USA/MO-UMGC-8124/2021,EPI_ISL_3489114,2021-08-08,29661.0,unknown,unknown,AY.103,delta
3993,2490,hCoV-19/USA/MO-UMGC-8125/2021,EPI_ISL_3489116,2021-08-02,29760.0,unknown,unknown,AY.3,delta
3994,2491,hCoV-19/USA/MO-UMGC-8127/2021,EPI_ISL_3489117,2021-08-07,29766.0,unknown,unknown,AY.3,delta
3995,2492,hCoV-19/USA/MO-UMGC-8130/2021,EPI_ISL_3489122,2021-08-06,29766.0,unknown,unknown,AY.26,delta
3996,2493,hCoV-19/USA/MO-UMGC-8131/2021,EPI_ISL_3489124,2021-08-07,29766.0,unknown,unknown,AY.44,delta
3997,2494,hCoV-19/USA/MO-UMGC-8144/2021,EPI_ISL_3489142,2021-08-02,29769.0,unknown,unknown,AY.3,delta
3998,2495,hCoV-19/USA/MO-UMGC-8150/2021,EPI_ISL_3489151,2021-08-03,29478.0,unknown,unknown,AY.44,delta
3999,2496,hCoV-19/USA/MO-UMGC-8152/2021,EPI_ISL_3489154,2021-08-01,29766.0,unknown,unknown,AY.3,delta
4000,2497,hCoV-19/USA/MO-UMGC-8162/2021,EPI_ISL_3489169,2021-08-02,29766.0,unknown,unknown,AY.44,delta
4001,2498,hCoV-19/USA/MO-UMGC-8168/2021,EPI_ISL_3489180,2021-08-04,29766.0,unknown,unknown,AY.3,delta
4002,2499,hCoV-19/USA/MO-UMGC-8171/2021,EPI_ISL_3489185,2021-08-06,29775.0,unknown,unknown,AY.44,delta
4003,2500,hCoV-19/USA/MO-UMGC-8209/2021,EPI_ISL_3489238,2021-08-06,29766.0,unknown,unknown,AY.26,delta
4004,2501,hCoV-19/USA/MO-UMGC-8212/2021,EPI_ISL_3489240,2021-08-03,29766.0,unknown,unknown,AY.44,delta
4005,2502,hCoV-19/USA/MO-UMGC-8215/2021,EPI_ISL_3489245,2021-08-03,29775.0,unknown,unknown,AY.3,delta
4006,2503,hCoV-19/USA/MO-UMGC-8216/2021,EPI_ISL_3489246,2021-08-03,29769.0,unknown,unknown,AY.47,delta
4007,2504,hCoV-19/USA/MO-UMGC-8219/2021,EPI_ISL_3489248,2021-08-03,29766.0,unknown,unknown,AY.3,delta
4008,2505,hCoV-19/USA/MO-UMGC-8220/2021,EPI_ISL_3489250,2021-08-03,29766.0,unknown,unknown,AY.3,delta
4009,2506,hCoV-19/USA/MO-UMGC-8221/2021,EPI_ISL_3489252,2021-08-03,29769.0,unknown,unknown,AY.3,delta
4010,2507,hCoV-19/USA/MO-UMGC-8227/2021,EPI_ISL_3489261,2021-08-03,29661.0,unknown,unknown,AY.3,delta
4011,2508,hCoV-19/USA/MO-UMGC-8228/2021,EPI_ISL_3489262,2021-08-03,29775.0,unknown,unknown,AY.44,delta
4012,2509,hCoV-19/USA/MO-UMGC-8231/2021,EPI_ISL_3489266,2021-08-03,29760.0,unknown,unknown,AY.3,delta
4013,2510,hCoV-19/USA/MO-UMGC-8234/2021,EPI_ISL_3489271,2021-08-03,29760.0,unknown,unknown,AY.3,delta
4014,2511,hCoV-19/USA/MO-UMGC-8237/2021,EPI_ISL_3489276,2021-07-29,29769.0,unknown,unknown,AY.3,delta
4015,2512,hCoV-19/USA/MO-UMGC-8240/2021,EPI_ISL_3489281,2021-08-03,29766.0,unknown,unknown,AY.103,delta
